step,loss,mean_score,median_score,std_score,max_score,min_score
510000,3.61,1.7,2.0,1.42,5.0,0.0
511000,3.59,2.1,2.0,0.3,3.0,2.0
512000,3.58,0.6,0.0,0.92,2.0,0.0
513000,3.58,2.8,2.5,1.6,6.0,0.0
514000,3.58,2.4,2.0,0.66,4.0,2.0
515000,3.58,0.8,0.0,1.33,4.0,0.0
516000,3.59,0.0,0.0,0.0,0.0,0.0
517000,3.58,0.3,0.0,0.64,2.0,0.0
518000,3.59,0.0,0.0,0.0,0.0,0.0
519000,3.59,0.0,0.0,0.0,0.0,0.0
520000,3.59,1.8,2.0,1.08,4.0,0.0
521000,3.58,0.0,0.0,0.0,0.0,0.0
522000,3.58,0.4,0.0,0.8,2.0,0.0
523000,3.59,0.0,0.0,0.0,0.0,0.0
524000,3.56,0.0,0.0,0.0,0.0,0.0
525000,3.58,1.8,2.0,0.6,2.0,0.0
526000,3.58,0.0,0.0,0.0,0.0,0.0
527000,3.58,0.0,0.0,0.0,0.0,0.0
528000,3.58,1.9,2.0,1.51,5.0,0.0
529000,3.58,0.0,0.0,0.0,0.0,0.0
530000,3.56,2.2,2.0,0.4,3.0,2.0
531000,3.58,2.5,2.5,0.5,3.0,2.0
532000,3.57,1.6,2.0,1.11,3.0,0.0
533000,3.56,0.0,0.0,0.0,0.0,0.0
534000,3.58,1.8,2.0,0.98,3.0,0.0
535000,3.57,1.7,0.0,2.24,5.0,0.0
536000,3.57,2.0,2.0,0.0,2.0,2.0
537000,3.55,0.0,0.0,0.0,0.0,0.0
538000,3.57,0.0,0.0,0.0,0.0,0.0
539000,3.58,2.4,2.0,0.92,5.0,2.0
540000,3.56,0.0,0.0,0.0,0.0,0.0
541000,3.56,0.0,0.0,0.0,0.0,0.0
542000,3.56,2.5,2.5,1.12,4.0,0.0
543000,3.57,0.0,0.0,0.0,0.0,0.0
544000,3.57,1.2,1.0,1.33,4.0,0.0
545000,3.56,2.0,2.0,1.18,4.0,0.0
546000,3.57,1.5,2.0,1.02,3.0,0.0
547000,3.56,0.0,0.0,0.0,0.0,0.0
548000,3.56,2.4,2.5,1.02,4.0,0.0
549000,3.57,2.0,2.5,1.41,4.0,0.0
550000,3.56,2.1,2.0,0.3,3.0,2.0
551000,3.56,1.8,2.0,1.66,4.0,0.0
552000,3.56,0.4,0.0,0.8,2.0,0.0
553000,3.44,0.0,0.0,0.0,0.0,0.0
554000,3.55,0.0,0.0,0.0,0.0,0.0
555000,3.57,0.0,0.0,0.0,0.0,0.0
556000,3.55,0.0,0.0,0.0,0.0,0.0
557000,3.54,0.0,0.0,0.0,0.0,0.0
558000,3.55,0.0,0.0,0.0,0.0,0.0
559000,3.55,0.0,0.0,0.0,0.0,0.0
560000,3.54,0.0,0.0,0.0,0.0,0.0
561000,3.55,0.0,0.0,0.0,0.0,0.0
562000,3.55,0.0,0.0,0.0,0.0,0.0
563000,3.54,0.0,0.0,0.0,0.0,0.0
564000,3.56,0.0,0.0,0.0,0.0,0.0
565000,3.54,1.9,2.0,1.14,4.0,0.0
566000,3.54,2.0,1.0,2.32,6.0,0.0
567000,3.55,1.1,0.0,1.92,6.0,0.0
568000,3.54,0.0,0.0,0.0,0.0,0.0
569000,3.54,1.9,1.0,2.17,5.0,0.0
570000,3.54,0.5,0.0,1.02,3.0,0.0
571000,3.54,2.0,2.0,1.1,3.0,0.0
572000,3.55,0.7,0.0,0.9,2.0,0.0
573000,3.54,0.0,0.0,0.0,0.0,0.0
574000,3.54,0.0,0.0,0.0,0.0,0.0
575000,3.53,2.2,2.0,0.4,3.0,2.0
576000,3.54,1.0,1.0,1.0,2.0,0.0
577000,3.55,0.0,0.0,0.0,0.0,0.0
578000,3.54,2.1,2.0,0.3,3.0,2.0
579000,3.54,0.0,0.0,0.0,0.0,0.0
580000,3.53,1.9,2.0,0.7,3.0,0.0
581000,3.52,0.0,0.0,0.0,0.0,0.0
582000,3.52,0.0,0.0,0.0,0.0,0.0
583000,3.54,1.4,2.0,0.92,2.0,0.0
584000,3.53,0.0,0.0,0.0,0.0,0.0
585000,3.54,2.3,2.0,0.46,3.0,2.0
586000,3.52,2.3,3.0,1.62,4.0,0.0
587000,3.53,1.2,0.0,1.99,5.0,0.0
588000,3.53,0.8,0.0,0.98,2.0,0.0
589000,3.52,0.0,0.0,0.0,0.0,0.0
590000,3.53,2.2,1.0,2.4,6.0,0.0
591000,3.52,0.0,0.0,0.0,0.0,0.0
592000,3.53,0.0,0.0,0.0,0.0,0.0
593000,3.53,2.1,2.5,1.51,4.0,0.0
594000,3.51,1.7,2.0,1.27,4.0,0.0
595000,3.51,1.8,2.0,0.98,3.0,0.0
596000,3.51,1.6,2.0,1.11,3.0,0.0
597000,3.52,2.4,3.0,0.92,3.0,0.0
598000,3.51,0.2,0.0,0.6,2.0,0.0
599000,3.42,1.9,2.0,0.3,2.0,1.0
600000,3.52,0.0,0.0,0.0,0.0,0.0
601000,3.5,0.0,0.0,0.0,0.0,0.0
602000,3.5,2.7,2.5,0.78,4.0,2.0
603000,3.49,0.0,0.0,0.0,0.0,0.0
604000,3.52,0.0,0.0,0.0,0.0,0.0
605000,3.51,0.0,0.0,0.0,0.0,0.0
606000,3.52,0.0,0.0,0.0,0.0,0.0
607000,3.49,2.3,2.0,0.46,3.0,2.0
608000,3.52,2.3,3.0,2.0,5.0,0.0
609000,3.5,0.0,0.0,0.0,0.0,0.0
610000,3.5,1.4,2.0,1.02,3.0,0.0
611000,3.52,0.0,0.0,0.0,0.0,0.0
612000,3.5,2.2,2.0,0.4,3.0,2.0
613000,3.51,0.0,0.0,0.0,0.0,0.0
614000,3.5,0.0,0.0,0.0,0.0,0.0
615000,3.5,1.2,2.0,0.98,2.0,0.0
616000,3.51,0.0,0.0,0.0,0.0,0.0
617000,3.5,0.0,0.0,0.0,0.0,0.0
618000,3.51,2.4,2.5,1.85,5.0,0.0
619000,3.5,0.0,0.0,0.0,0.0,0.0
620000,3.51,0.0,0.0,0.0,0.0,0.0
621000,3.51,0.0,0.0,0.0,0.0,0.0
